,id,label,description,location,nbPeriods,firstPeriods-startDate,firstPeriods-endDate,author,creationDate,lastModificationDate,visibility,status,frequencyType,dayOfWeek,dayOfMonth,frequencyValue,groupPartSize,groupOrgSize,eventType
16,5e6224d59fed0e00015601dc,Les lyonnais à Paris,"Bon, c'est un événement fictif ! Car je n'ai pas de dates à vous proposer pour le moment... Donc les dates sont fictives aussi. ",Paris,3,2020-04-04 02:00,2020-04-05 02:00,5e5ccf59026b4800016b27b0,2020-03-06 11:24,2020-03-06 11:24,PRIVATE,CREATED,ONCE,SATURDAY,21,1,2,1,
17,5e63fe489fed0e00015609a3,"Truffes, whisky et cigares","Comme promis, on vous propose une ptite soirée à la maison pour déguster un bon plat à la truffe, du bon whisky et fumer des cigares Cubains !
Bien sûr Benoît est invité mais il n'a pas feamzy... Et dans cette version on peut l'inviter sans qu'il ait feamzy... ",Chez nous,2,2020-03-24 20:00,2020-03-24 00:00,5e5ccf59026b4800016b27b0,2020-03-07 21:04,2020-03-07 21:04,PRIVATE,CREATED,ONCE,TUESDAY,26,1,2,1,
18,5ed4e1ac719a5e000135831b,Test,Test,Paris,1,2020-06-06 12:00,2020-06-06 16:00,5e5ccf59026b4800016b27b0,2020-06-01 13:08,2020-06-01 13:08,PRIVATE,CREATED,ONCE,SATURDAY,6,1,1,1,
19,5ecfae92bc261f00011dcb35,Lancement de la session Bêta test 2,Pour valider la version,Partout ,1,2020-05-29 10:00,2020-05-29 12:00,5e5ccf59026b4800016b27b0,2020-05-28 14:29,2020-05-28 14:29,PRIVATE,CREATED,ONCE,FRIDAY,29,1,2,1,
20,5ed24b583eb52100012a0d09,Dîner marie,,A la maison,1,2020-06-06 20:00,2020-06-06 21:00,5e5e2cb73dc85e0001e90672,2020-05-30 14:02,2020-05-30 14:02,PRIVATE,CREATED,ONCE,SATURDAY,6,1,0,1,
21,5eda2ef10706cf0001257fbb,Test envoi mail,Test feamzy,Paris,1,2020-06-06 13:00,2020-06-06 16:00,5e5ccf59026b4800016b27b0,2020-06-05 13:39,2020-06-05 13:39,PRIVATE,CREATED,ONCE,SATURDAY,6,1,1,1,
22,5e621c689fed0e0001560198,c'est le week-end !,Youpi ! ,"lat:46.34790132200672 , lng:2.6801688029786463",1,2020-03-07 01:00,2020-03-08 01:00,5e617d9f9fed0e00015600ac,2020-03-06 10:48,2020-03-06 10:48,PRIVATE,CREATED,ONCE,SATURDAY,7,1,1,1,
23,5ed1050cbc261f00011dcb39,Test Alex,,,1,2020-05-31 16:49,2020-05-31 17:49,5e5e2cb73dc85e0001e90672,2020-05-29 14:50,2020-05-29 14:50,PRIVATE,CREATED,ONCE,SUNDAY,31,1,1,1,
24,5ef8f95e19cf1b0001c97252,Test rendez vous ,,Test,1,2020-06-28 22:10,2020-07-05 23:10,5ef877b619cf1b0001c97251,2020-06-28 22:11,2020-06-28 22:11,,CREATED,,,,,0,1,
25,5f0f2084c8bd6e0001ee0a3b,Surf,,Les Blancs Sablons,1,2020-07-16 11:00,2020-07-16 12:30,5e5ccf59026b4800016b27b0,2020-07-15 17:28,2020-07-15 17:28,,CREATED,,,,,0,1,
26,5ef8f9d319cf1b0001c97253,Test event,Test,Rouen,2,2020-07-19 22:12,2020-07-19 23:12,5ef877b619cf1b0001c97251,2020-06-28 22:13,2020-06-28 22:13,CONFIDENTIAL,CREATED,,,,,0,1,
27,5f04330d6484320001528118,Point,,Ici,1,2020-07-08 09:30,2020-07-08 10:30,5e5ccf59026b4800016b27b0,2020-07-07 10:32,2020-07-07 10:32,,CREATED,,,,,0,1,
28,5ed4c78c3eb52100012a0d0a,Pique-nique,Pourquoi pas un petit pique-nique à Paris ! ,Paris,1,2020-06-06 12:00,2020-06-06 16:00,5e5ccf59026b4800016b27b0,2020-06-01 11:17,2020-06-01 12:57,CONFIDENTIAL,CREATED,ONCE,SATURDAY,6,1,4,1,
29,5f100ee5287d3e0001cc744f,anniv annelolo,,Lyon,1,2020-07-18 20:00,2020-07-18 21:00,5f0ffff5287d3e0001cc73c6,2020-07-16 10:25,2020-07-17 08:05,PRIVATE,CREATED,ONCE,SATURDAY,18,1,0,1,
30,5f043294648432000152810a,Point digital marketing,Comparaison des 2 offres,Zoom,1,2020-07-08 10:30,2020-07-08 11:30,5e5ccf59026b4800016b27b0,2020-07-07 10:30,2020-07-07 10:30,PRIVATE,CREATED,ONCE,WEDNESDAY,8,1,2,1,
31,5f1150ca287d3e0001cc7906,Test date,,,1,2020-07-19 09:00,2020-07-19 10:00,5e5ccf59026b4800016b27b0,2020-07-17 09:18,2020-07-17 09:18,PRIVATE,CREATED,ONCE,SUNDAY,19,1,1,1,
32,5f1154ce287d3e0001cc7980,Test event,Je mets une description,,1,2020-07-20 09:30,2020-07-20 12:30,5e5ccf59026b4800016b27b0,2020-07-17 09:35,2020-07-17 09:41,PRIVATE,CREATED,ONCE,MONDAY,20,1,1,1,
33,5f120cd2f3e5ff00017a6e07,Marché ,,St Renan,1,2020-07-18 10:30,2020-07-18 12:30,5e5ccf59026b4800016b27b0,2020-07-17 22:40,2020-07-17 22:40,,CREATED,,,,,0,1,
34,5f0f2041c8bd6e0001ee0a31,Trip à Paris,,Chez nous,1,2020-08-17 10:00,2020-08-21 23:00,5e5ccf59026b4800016b27b0,2020-07-15 17:26,2020-07-15 17:26,PRIVATE,CREATED,ONCE,MONDAY,17,1,2,1,
35,5f0ff744287d3e0001cc732e,Pendaison de crémaillère,,"5 impasse Montrelais, 44450 Saint Julien de Concelles",1,2020-10-02 17:43,2020-10-04 17:43,5f0ff5dd287d3e0001cc72e5,2020-07-16 08:44,2020-07-16 08:44,PRIVATE,CREATED,ONCE,FRIDAY,2,1,0,1,
36,5f104b2b287d3e0001cc7510,Bienvenue à CC,vacances à Concarneau /!\ Parents de Simon présents,"6 allée des grands sables, concarneau",1,2020-08-17 14:38,2020-08-21 14:38,5e617d019fed0e00015600a9,2020-07-16 14:42,2020-07-20 18:22,PRIVATE,CREATED,ONCE,MONDAY,17,1,3,1,
37,5f141cb7f3e5ff00017a6f2f,BBQ de rentrée !,petit BBQ à la maison ,"6 avenue Anna,  Champigny sur Marne ",1,2020-09-12 13:30,2020-09-12 18:30,5e6210c09fed0e00015600b7,2020-07-19 12:13,2020-08-20 10:58,PRIVATE,CREATED,ONCE,SATURDAY,12,1,3,1,
38,5f2121005daffe0001ead3f3,Déjeuner Séverine-Alex,Montmartre,,1,2020-07-29 12:00,2020-07-29 14:00,5e5e2cb73dc85e0001e90672,2020-07-29 09:10,2020-07-29 09:10,PRIVATE,CREATED,ONCE,WEDNESDAY,29,1,1,1,
39,5f2120975daffe0001ead3eb,Déjeuner Delphine-Alex,Dej à St ouen ,,1,2020-07-30 12:00,2020-07-30 14:00,5e5e2cb73dc85e0001e90672,2020-07-29 09:09,2020-07-29 09:09,PRIVATE,CREATED,ONCE,TUESDAY,30,1,1,1,
40,5f1709f384e9da00016dbae0,Ça progresse ? ,RAS,Nulle part ,1,2020-07-21 18:00,2020-07-21 20:00,5f1099c1287d3e0001cc75b9,2020-07-21 17:29,2020-07-21 17:29,PRIVATE,CREATED,ONCE,THURSDAY,21,1,1,1,
41,5f1150a3287d3e0001cc7901,Essai,Rien du tout ,Nulle part ,1,2020-07-19 09:15,2020-07-19 20:15,5f1099c1287d3e0001cc75b9,2020-07-17 09:17,2020-07-17 09:17,PRIVATE,CREATED,ONCE,SUNDAY,19,1,5,1,
42,5ee8e902e138730001df678e,Test mail,Ça fonctionne ? ,Paris,1,2020-06-18 17:30,2020-06-18 19:30,5e5ccf59026b4800016b27b0,2020-06-16 17:45,2020-06-16 17:45,PRIVATE,CREATED,ONCE,TUESDAY,18,1,2,1,
43,5f2121945daffe0001ead401,Dîner entre amis ,,,1,2020-07-29 20:00,2020-07-29 23:00,5e5e2cb73dc85e0001e90672,2020-07-29 09:13,2020-07-29 09:13,PRIVATE,CREATED,ONCE,WEDNESDAY,29,1,3,1,
44,5f2278045daffe0001ead657,Coucou ,Encore coucou ,"lat:49.11009921423757 , lng:2.22874548768643",1,2020-07-30 18:00,2020-08-01 12:00,5f1099c1287d3e0001cc75b9,2020-07-30 09:34,2020-07-30 09:34,PRIVATE,CANCELED,ONCE,TUESDAY,30,1,0,1,
45,5f203754201ae8000146175f,Déjeuner à Paris,,Sur la pelouse derrière le Musée des Arts Deco,1,2020-08-03 12:30,2020-08-03 14:00,5e5ccf59026b4800016b27b0,2020-07-28 16:33,2020-08-02 18:57,PRIVATE,CREATED,,,,,7,1,
46,5f21950b5daffe0001ead462,Les parisiens à L'isle-Adam,,Chez vous,1,2020-07-30 19:00,2020-07-31 18:00,5e5ccf59026b4800016b27b0,2020-07-29 17:26,2020-07-29 17:48,PRIVATE,CREATED,ONCE,TUESDAY,30,1,3,1,
47,5f212475201ae800014617ec,Dîner Danette ,,A définir ,1,2020-08-26 19:30,2020-08-26 23:30,5e5e2cb73dc85e0001e90672,2020-07-29 09:25,2020-07-31 18:46,CONFIDENTIAL,CREATED,ONCE,WEDNESDAY,26,1,4,1,
48,5f227a265daffe0001ead678,A l'abri de la chaleur,💥,Ici,1,2020-07-30 17:30,2020-08-01 11:30,5f1099c1287d3e0001cc75b9,2020-07-30 09:43,2020-07-30 09:43,PRIVATE,CREATED,ONCE,TUESDAY,30,1,3,1,
49,5f22a388201ae80001461968,Dej fin de vacances ,,,3,2020-08-26 12:39,2020-08-26 13:39,5e5e2cb73dc85e0001e90672,2020-07-30 12:40,2020-07-30 12:40,PRIVATE,CANCELED,,,,,1,1,
50,5f2fca61d733ce0001f53c71,Test feamzy,Coucou Penelope,Paris,1,2020-08-10 12:03,2020-08-10 15:03,5e5ccf59026b4800016b27b0,2020-08-09 12:05,2020-08-09 12:05,PRIVATE,CREATED,ONCE,MONDAY,10,1,1,1,
51,5f3e30de71aa2c00010bd4f9,Rdv avec moi,,,1,2020-08-20 14:14,2020-08-20 15:21,5e5ccf59026b4800016b27b0,2020-08-20 10:14,2020-08-20 10:14,,CREATED,,,,,0,1,
52,5f25ad978463630001c863d2,Anniversaire marlene et anthony,,République ,1,2020-08-07 19:00,2020-08-07 20:00,5e5e2cb73dc85e0001e90672,2020-08-01 19:59,2020-08-01 19:59,PRIVATE,CREATED,ONCE,FRIDAY,7,1,3,1,
53,5f23f0af5daffe0001ead766,feamzy<>Bluelemon,Validation audiences et messages,Visio à definir,1,2020-08-04 14:00,2020-08-04 15:00,5e5ccf59026b4800016b27b0,2020-07-31 12:21,2020-07-31 12:21,PRIVATE,CANCELED,,,,,4,1,
54,5f23f0f98463630001c862d9,feamzy<>Bluelemon,Validation audiences et messages,Visio à definir,1,2020-08-04 14:00,2020-08-04 15:00,5e5ccf59026b4800016b27b0,2020-07-31 12:22,2020-07-31 12:22,PRIVATE,CREATED,,,,,4,1,
55,5f3e3bbc71aa2c00010bd59f,J'envoie des sms,,,1,2020-08-27 11:00,2020-08-27 14:00,5e5ccf59026b4800016b27b0,2020-08-20 11:00,2020-08-20 11:00,PRIVATE,CREATED,ONCE,TUESDAY,27,1,1,1,
56,5f3bdb5671aa2c00010bd32e,Test sms,Pour tester les SMS 😁,Paris,1,2020-08-20 15:45,2020-08-20 16:45,5e5ccf59026b4800016b27b0,2020-08-18 15:44,2020-08-18 16:59,CONFIDENTIAL,CREATED,ONCE,TUESDAY,20,1,3,1,
57,5f3d30db71aa2c00010bd452,Un verre entre stars,Pour picoler un peu,Dans un endroit de stars,1,2020-08-22 19:00,2020-08-22 22:00,5e5ccf59026b4800016b27b0,2020-08-19 16:02,2020-08-19 16:02,PRIVATE,CANCELED,ONCE,SATURDAY,22,1,2,1,
58,5e69380d9fed0e0001560bb4,Dîner entre cousines ,On se fait un ptit dîner bientôt entre cousines ? ,Paris,3,2020-04-08 20:00,2020-04-08 00:00,5e5ccf59026b4800016b27b0,2020-03-11 20:12,2020-03-11 20:12,PRIVATE,CREATED,ONCE,TUESDAY,9,1,1,1,
59,5f3e773b71aa2c00010bd6bf,Orthodentiste zacharie ,,Nogent sur Marne ,1,2020-08-31 10:00,2020-08-31 11:00,5e5e2cb73dc85e0001e90672,2020-08-20 15:14,2020-08-20 15:14,,CREATED,,,,,0,1,
60,5f3e779f71aa2c00010bd6c8,Orthodentiste come et eline ,,Nogent sur Marne ,1,2020-08-31 18:15,2020-08-31 19:15,5e5e2cb73dc85e0001e90672,2020-08-20 15:16,2020-08-20 15:16,,CREATED,,,,,0,1,
61,5ef378fb19cf1b0001c9724b,Test,Test,Test,1,2020-06-27 18:00,2020-06-27 20:00,5e5ccf59026b4800016b27b0,2020-06-24 18:02,2020-06-25 09:59,PRIVATE,CREATED,ONCE,SATURDAY,27,1,2,1,
62,5f3e42a371aa2c00010bd5aa,SMS party,,,1,2020-08-28 11:29,2020-08-29 11:29,5e5ccf59026b4800016b27b0,2020-08-20 11:30,2020-08-20 11:30,PRIVATE,CREATED,ONCE,FRIDAY,28,1,1,1,
63,5f3e770971aa2c00010bd69e,Signature bail,,"198 bld voltaire, 75011",1,2020-08-21 16:00,2020-08-21 17:00,5e5e2cb73dc85e0001e90672,2020-08-20 15:13,2020-08-20 15:13,PRIVATE,CREATED,ONCE,FRIDAY,21,1,1,1,
64,5f3fe95d71aa2c00010bd858,Dîner miznon,,,1,2020-08-30 19:30,2020-08-30 20:30,5e5e2cb73dc85e0001e90672,2020-08-21 17:33,2020-08-21 17:33,PRIVATE,CREATED,ONCE,SUNDAY,30,1,1,1,
65,5f4913754ded6f0001f029ef,vol Air France 03/07,,aéroport,1,2020-09-03 15:22,2020-09-03 17:22,5f4910754ded6f0001f026a7,2020-08-28 16:23,2020-08-28 16:24,PRIVATE,CREATED,ONCE,TUESDAY,3,1,0,1,
66,5f4913584ded6f0001f029c5,Test,,,1,2020-08-30 15:23,2020-08-30 16:23,5f490fa94ded6f0001f0269e,2020-08-28 16:23,2020-08-28 16:23,PRIVATE,CANCELED,ONCE,SUNDAY,30,1,0,1,
67,5f3f89d971aa2c00010bd848,Test sms,,,1,2020-08-22 10:46,2020-08-22 11:46,5e5ccf59026b4800016b27b0,2020-08-21 10:46,2020-08-21 10:46,PRIVATE,CREATED,ONCE,SATURDAY,22,1,1,1,
68,5f4915fd4ded6f0001f02eea,test,ggg,sfax,1,2020-08-29 15:34,2020-08-29 16:34,5f4911ef4ded6f0001f0271d,2020-08-28 16:34,2020-08-28 16:48,,CREATED,,,,,0,1,
69,5f4915164ded6f0001f02d45,event aymen,event,sfax,1,2020-08-29 15:29,2020-08-29 16:29,5f4911ef4ded6f0001f0271d,2020-08-28 16:30,2020-08-28 17:11,PRIVATE,CREATED,ONCE,SATURDAY,29,1,0,1,
70,5f4912f64ded6f0001f0282c,Reunion avec les parents,Important,Paris,1,2020-08-29 15:21,2020-08-29 15:21,5f490fa94ded6f0001f0269e,2020-08-28 16:21,2020-08-28 16:21,PUBLIC,CANCELED,,,,,1,1,
71,5ea70180c6cc020001891466,Réunion feamzy,Réunion de suivi feamzy qui permettra de faire le bilan du bêta test,En visio (à définir) ,3,2020-06-03 19:30,2020-06-03 21:00,5e5ccf59026b4800016b27b0,2020-04-27 18:00,2020-05-22 10:39,CONFIDENTIAL,CREATED,,,,,20,1,
72,5f4919b34ded6f0001f03432,event test,from marwa to sandra,sfax,1,2020-08-29 15:48,2020-08-29 16:48,5ec23afd7b059100010baa8b,2020-08-28 16:50,2020-08-28 16:50,PRIVATE,CREATED,ONCE,SATURDAY,29,1,1,1,
73,5f491ad74ded6f0001f035dd,test,sfax,sfax,1,2020-09-01 15:55,2020-09-01 16:55,5f4911ef4ded6f0001f0271d,2020-08-28 16:55,2020-08-28 16:55,PRIVATE,CREATED,ONCE,THURSDAY,1,1,1,1,
74,5f4cece74ded6f0001f03f12,Rentrée des enfant ,,Nogent sur Marne ,1,2020-09-01 08:45,2020-09-01 10:45,5e5e2cb73dc85e0001e90672,2020-08-31 14:28,2020-08-31 14:28,PRIVATE,CREATED,ONCE,THURSDAY,1,1,0,1,
75,5f4914834ded6f0001f02cab,Test,,Sfax,1,2020-08-28 15:27,2020-08-28 16:27,5f350e7e766cdf0001e3d68b,2020-08-28 16:28,2020-08-28 17:09,PRIVATE,CREATED,ONCE,FRIDAY,28,1,0,1,
76,5f491ede4ded6f0001f03ac0,Test2,,Paris,1,2020-08-28 16:11,2020-08-28 17:11,5f350e7e766cdf0001e3d68b,2020-08-28 17:12,2020-08-28 17:12,PRIVATE,CREATED,ONCE,FRIDAY,28,1,1,1,
77,5f4e27242447780001556cc4,Barbec chez Denis,,Ivry,1,2020-10-04 20:00,2020-10-04 23:00,5e5ccf59026b4800016b27b0,2020-09-01 12:49,2020-09-01 12:49,PRIVATE,CANCELED,ONCE,SUNDAY,4,1,1,1,
78,5f491aa44ded6f0001f03585,second event,desc,sfax,2,2020-09-02 15:54,2020-09-02 16:54,5ec23afd7b059100010baa8b,2020-08-28 16:54,2020-08-28 16:54,PRIVATE,CREATED,,,,,1,1,
79,5f491daa4ded6f0001f039ef,sortie de classe,desc,sfax,1,2020-08-29 16:07,2020-08-29 17:07,5ec23afd7b059100010baa8b,2020-08-28 17:07,2020-08-28 17:07,PUBLIC,CREATED,,,,,2,1,
80,5f4bac1e4ded6f0001f03e7a,Bière entre amis,,A définir ,0,,,5e5e2cb73dc85e0001e90672,2020-08-30 15:39,2020-08-31 14:23,PRIVATE,CANCELED,,,,,1,1,
81,5f4ffb0977aa1e0001aa7842,Psy zacharie ,,"4 avenue Lamartine, 94170 Le Perreux-sur-Marne ",1,2020-09-07 12:00,2020-09-07 13:00,5e5e2cb73dc85e0001e90672,2020-09-02 22:05,2020-09-06 22:33,,CREATED,,,,,0,1,
82,5f4e3f51d8697f000113a3e8,Soirée pizza,,,1,2020-09-01 19:00,2020-09-01 21:00,5e5ccf59026b4800016b27b0,2020-09-01 14:32,2020-09-01 14:32,PRIVATE,CREATED,ONCE,THURSDAY,1,1,2,1,
83,5f54f2009ecb02000102625d,Patinoire,club artistique ,louviers ,1,2020-09-09 17:30,2020-09-09 18:30,5f54eff39ecb020001026237,2020-09-06 16:28,2020-09-06 16:28,PRIVATE,CREATED,WEEKLY,WEDNESDAY,0,1,0,1,
84,5f4f427f95deff00018e9dc9,Bière Alex*Alex,,? ,1,2020-09-03 17:30,2020-09-03 18:30,5e5e2cb73dc85e0001e90672,2020-09-02 08:58,2020-09-02 08:58,PRIVATE,CREATED,ONCE,TUESDAY,3,1,1,1,
85,5f4b8ffb4ded6f0001f03d37,Locare ,,35 Avenue de l'Opéra ,1,2020-09-01 11:00,2020-09-01 12:00,5e5e2cb73dc85e0001e90672,2020-08-30 13:39,2020-08-30 13:39,PRIVATE,CREATED,ONCE,THURSDAY,1,1,1,1,
86,5f5720519ecb02000102662e,coiffeur ,,perroquet,1,2020-09-12 09:30,2020-09-12 10:00,5e6210c09fed0e00015600b7,2020-09-08 08:10,2020-09-08 08:10,,CREATED,,,,,0,1,
87,5f4e46902447780001556dd2,"Dîner Stephane, Alex, Marie",,"235 avenue Daumesnil, 75012 paris",2,2020-09-09 19:30,2020-09-09 20:30,5e5e2cb73dc85e0001e90672,2020-09-01 15:03,2020-09-02 22:04,PRIVATE,CREATED,,,,,2,1,
88,5f4f491795deff00018e9e05,La maison du whisky,,"235 avenue Daumesnil, 75012 Paris",1,2020-09-10 19:30,2020-09-10 22:30,5e5e2cb73dc85e0001e90672,2020-09-02 09:26,2020-09-09 23:14,PRIVATE,CREATED,,,,,4,1,
89,5f594beebe6e860001933e02,Tipstuff ,,,1,2020-09-10 15:00,2020-09-10 16:00,5e5e2cb73dc85e0001e90672,2020-09-09 23:41,2020-09-09 23:41,,CREATED,,,,,0,1,
90,5f58d1ad9ecb02000102688c,Ikea,,,1,2020-09-10 12:00,2020-09-10 14:00,5e5e2cb73dc85e0001e90672,2020-09-09 14:59,2020-09-09 14:59,,CREATED,,,,,0,1,
91,5f55d06e85b2260001876d6c,Point d'étape Willa,Avec Françoise ,Visio,1,2020-09-15 14:30,2020-09-15 15:30,5e5ccf59026b4800016b27b0,2020-09-07 08:17,2020-09-07 11:40,CONFIDENTIAL,CREATED,,,,,3,1,
92,5f59f6fe9aa45600016bda8f,Mademoiselle ,,,1,2020-10-06 11:30,2020-10-08 12:30,5e5e2cb73dc85e0001e90672,2020-09-10 11:50,2020-10-05 13:40,,CREATED,,,,,0,1,
93,5f58c60f85b226000187722d,Un dej ?,Séverine / Alex,,4,2020-09-14 12:00,2020-09-14 13:00,5e5e2cb73dc85e0001e90672,2020-09-09 14:09,2020-09-09 14:09,PRIVATE,CREATED,,,,,1,1,
94,5f57a5ea85b2260001877148,Barbier ,,,1,2020-09-10 11:00,2020-09-10 12:00,5e5e2cb73dc85e0001e90672,2020-09-08 17:40,2020-09-08 17:40,,CREATED,,,,,0,1,
95,5f5547eb9ecb0200010262e5,Rdv Grdf opera,,,1,2020-09-09 13:00,2020-09-09 16:45,5e5e2cb73dc85e0001e90672,2020-09-06 22:34,2020-09-07 16:52,PRIVATE,CREATED,ONCE,WEDNESDAY,9,1,0,1,
96,5f58c74f85b2260001877233,Dej de rentrée ,Awinsi / engie / feamzy ,,5,2020-09-24 12:00,2020-09-24 13:00,5e5e2cb73dc85e0001e90672,2020-09-09 14:15,2020-09-09 14:15,PRIVATE,CREATED,,,,,4,1,
97,5f58c74f9ecb020001026869,Dej de rentrée ,Awinsi / engie / feamzy ,,5,2020-09-24 12:00,2020-09-24 13:00,5e5e2cb73dc85e0001e90672,2020-09-09 14:15,2020-09-09 14:15,PRIVATE,CANCELED,,,,,4,1,
98,5f491b954ded6f0001f03664,tezt,yzgzg,gsgsg,1,2020-08-30 15:58,2020-08-30 16:58,5f4911ef4ded6f0001f0271d,2020-08-28 16:58,2020-08-28 16:59,CONFIDENTIAL,CREATED,ONCE,SUNDAY,30,1,2,1,
99,5f5c8a879a49ce0001c51dfd,Bière mollusques ,,"235 avenue Daumesnil, 75012 Paris ",5,2020-09-24 19:00,2020-09-24 20:00,5e5e2cb73dc85e0001e90672,2020-09-12 10:44,2020-09-12 10:44,PRIVATE,CANCELED,,,,,2,1,
100,5f5dd676217d3600011d375e,tennis ulysse,,scuf paris 17,1,2020-09-16 14:00,2020-09-16 15:00,5f5d23829a49ce0001c51e9f,2020-09-13 10:21,2020-09-13 10:21,PRIVATE,CREATED,WEEKLY,WEDNESDAY,0,1,0,1,
101,5f5dd5649a49ce0001c51f5a,musique ulysse,,concervatoire paris 18,1,2020-09-14 17:35,2020-09-14 18:00,5f5d23829a49ce0001c51e9f,2020-09-13 10:16,2020-09-13 10:16,PRIVATE,CREATED,WEEKLY,MONDAY,0,1,1,1,
102,5f5dd6bc217d3600011d3763,danse luna,,traeger,1,2020-09-23 15:00,2020-09-23 16:00,5f5d23829a49ce0001c51e9f,2020-09-13 10:22,2020-09-13 10:22,PRIVATE,CREATED,WEEKLY,WEDNESDAY,0,1,0,1,
103,5f5dd600217d3600011d3755,musique fm + chorale,,conservatoire paris18,1,2020-09-15 17:30,2020-09-15 19:30,5f5d23829a49ce0001c51e9f,2020-09-13 10:19,2020-09-13 10:19,PRIVATE,CREATED,WEEKLY,THURSDAY,0,1,1,1,
