id,userId,parentId,eventId,homeworkRequestId,classId,documentId,message,priority,creationDate,lastModificationDate,expirationDate,notificationType,sphere,title
5f26eff18463630001c86464,5e617d9f9fed0e00015600ac,Null,5f203754201ae8000146175f,Null,Null,Null,", la date, le lieu,  ont été changés",2,2020-08-02 18:55,2021-02-15 14:07,2020-08-03 13:00,INFORMATION_EVENT,EVENT,
5f26f05d8463630001c8647f,5e6212b29fed0e00015600be,Null,5f203754201ae8000146175f,Null,Null,Null,"la date, le lieu,  ont été changés",2,2020-08-02 18:57,2021-02-15 14:07,2020-08-03 12:30,INFORMATION_EVENT,EVENT,
5f26f05d8463630001c86481,5e617d9f9fed0e00015600ac,Null,5f203754201ae8000146175f,Null,Null,Null,"la date, le lieu,  ont été changés",2,2020-08-02 18:57,2021-02-15 14:07,2020-08-03 12:30,INFORMATION_EVENT,EVENT,
5f26f05d8463630001c86482,5e617d019fed0e00015600a9,Null,5f203754201ae8000146175f,Null,Null,Null,"la date, le lieu,  ont été changés",2,2020-08-02 18:57,2021-02-15 14:07,2020-10-26 20:22,INFORMATION_EVENT,EVENT,
5f3d31a971aa2c00010bd487,5f2fcabad733ce0001f53c7f,Null,5f3d30db71aa2c00010bd452,Null,Null,Null,L'événement Un verre entre stars a été annulé,1,2020-08-19 16:05,2021-02-15 14:07,2020-08-22 19:00,INFORMATION_EVENT,EVENT,
5f466db44ded6f0001f0245b,5e617d019fed0e00015600a9,Null,5f103e8e287d3e0001cc74ba,Null,Null,Null,la date a été changé,2,2020-08-26 16:12,2021-02-15 14:07,2020-10-26 20:22,INFORMATION_EVENT,EVENT,
5f26effc8463630001c8646e,5e617d9f9fed0e00015600ac,Null,5f203754201ae8000146175f,Null,Null,Null,Marie Lewin a choisi la date de 03/08/2020 à 13:00 pour l'événement Déjeuner à Paris,1,2020-08-02 18:55,2021-02-15 14:07,2020-08-03 13:00,INFORMATION_EVENT,EVENT,
5f466db94ded6f0001f02460,5e617d019fed0e00015600a9,Null,5f103e8e287d3e0001cc74ba,Null,Null,Null,la date a été changé,2,2020-08-26 16:12,2021-02-15 14:07,2020-10-26 20:22,INFORMATION_EVENT,EVENT,
5f46a25b4ded6f0001f024d8,5f46a25b4ded6f0001f024d7,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-08-26 19:56,2021-02-15 14:07,2020-09-10 19:56,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f46a25b4ded6f0001f024d9,5f46a25b4ded6f0001f024d7,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-08-26 19:56,2021-02-15 14:07,2020-09-10 19:56,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f46a25b4ded6f0001f024da,5f46a25b4ded6f0001f024d7,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-08-26 19:56,2021-02-15 14:07,2020-09-10 19:56,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f490fab4ded6f0001f026a1,5f490fa94ded6f0001f0269e,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-08-28 16:07,2021-02-15 14:07,2020-09-12 16:07,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f490fab4ded6f0001f026a0,5f490fa94ded6f0001f0269e,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-08-28 16:07,2021-02-15 14:07,2020-08-28 03:32,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f4910de4ded6f0001f026ad,5f4910dd4ded6f0001f026ab,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-08-28 16:12,2021-02-15 14:07,2020-09-12 16:12,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f490fab4ded6f0001f0269f,5f490fa94ded6f0001f0269e,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-08-28 16:07,2021-02-15 14:07,2020-08-28 03:32,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f4910de4ded6f0001f026ac,5f4910dd4ded6f0001f026ab,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-08-28 16:12,2021-02-15 14:07,2020-09-12 16:12,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f4910de4ded6f0001f026ae,5f4910dd4ded6f0001f026ab,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-08-28 16:12,2021-02-15 14:07,2020-09-12 16:12,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f4911344ded6f0001f026ec,5f4911344ded6f0001f026eb,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-08-28 16:14,2021-02-15 14:07,2020-09-12 16:14,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f49116c4ded6f0001f026ef,5ec23afd7b059100010baa8b,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-08-28 16:15,2021-02-15 14:07,2020-08-28 03:25,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f4911344ded6f0001f026ed,5f4911344ded6f0001f026eb,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-08-28 16:14,2021-02-15 14:07,2020-09-12 16:14,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f4911344ded6f0001f026ee,5f4911344ded6f0001f026eb,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-08-28 16:14,2021-02-15 14:07,2020-09-12 16:14,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f49116c4ded6f0001f026f0,5ec23afd7b059100010baa8b,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-08-28 16:15,2021-02-15 14:07,2020-08-28 03:39,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f4911b54ded6f0001f0270e,5f350e7e766cdf0001e3d68b,Null,Null,Null,Null,Null,Create your events,1,2020-08-28 16:16,2021-02-15 14:07,2020-08-28 03:21,SETUP_CALENDAR,HOME,Discover the Event sphere
5f49116d4ded6f0001f026f1,5ec23afd7b059100010baa8b,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-08-28 16:15,2021-02-15 14:07,2020-09-12 16:15,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f4911b54ded6f0001f02710,5f350e7e766cdf0001e3d68b,Null,Null,Null,Null,Null,Find your children''s class,1,2020-08-28 16:16,2021-02-15 14:07,2020-09-12 16:16,SETUP_CLASS,SCHOOL,Find your children''s class
5f4911f04ded6f0001f0271e,5f4911ef4ded6f0001f0271d,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-08-28 16:17,2021-02-15 14:07,2020-08-28 03:20,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f4911b54ded6f0001f0270f,5f350e7e766cdf0001e3d68b,Null,Null,Null,Null,Null,Communicates with other parents,2,2020-08-28 16:16,2021-02-15 14:07,2020-08-28 03:21,SETUP_SCHOOL,SCHOOL,Discover the School sphere
5f4911f04ded6f0001f0271f,5f4911ef4ded6f0001f0271d,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-08-28 16:17,2021-02-15 14:07,2020-08-28 03:34,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f491b014ded6f0001f0360c,5f491b004ded6f0001f0360a,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-08-28 16:56,2021-02-15 14:07,2020-09-12 16:56,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f491b014ded6f0001f0360b,5f491b004ded6f0001f0360a,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-08-28 16:56,2021-02-15 14:07,2020-09-12 16:56,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f491ae54ded6f0001f035f1,5ec23afd7b059100010baa8b,Null,5f491aa44ded6f0001f03585,Null,Null,Null,All the participants have answered for yrou date proposition for the event second event. You can fix the date !,1,2020-08-28 16:55,2021-02-15 14:07,2020-08-30 15:53,PERIOD_TO_VALIDATE,EVENT,
5f491ac64ded6f0001f035c8,5ec23afd7b059100010baa8b,Null,5f491aa44ded6f0001f03585,Null,Null,Null,All the participants have answered for yrou date proposition for the event second event. You can fix the date !,1,2020-08-28 16:55,2021-02-15 14:07,2020-08-30 15:53,PERIOD_TO_VALIDATE,EVENT,
5f491b014ded6f0001f0360d,5f491b004ded6f0001f0360a,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-08-28 16:56,2021-02-15 14:07,2020-09-12 16:56,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f4d55b54ded6f0001f03fe5,5f4d55b54ded6f0001f03fe4,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-08-31 21:55,2021-02-15 14:07,2020-09-15 21:55,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f491b584ded6f0001f0362b,5ec23afd7b059100010baa8b,Null,5f491aa44ded6f0001f03585,Null,Null,Null,All the participants have answered for yrou date proposition for the event second event. You can fix the date !,1,2020-08-28 16:57,2021-02-15 14:07,2020-08-30 15:53,PERIOD_TO_VALIDATE,EVENT,
5f491eaf4ded6f0001f03ab2,5f4910754ded6f0001f026a7,Null,5f4915164ded6f0001f02d45,Null,Null,Null,L'événement event aymen a été annulé,1,2020-08-28 17:11,2021-02-15 14:07,2020-08-29 15:29,INFORMATION_EVENT,EVENT,
5f4e3b972447780001556d26,5f4e3b972447780001556d25,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-09-01 14:16,2021-02-15 14:07,2020-09-16 14:16,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f4d55b54ded6f0001f03fe7,5f4d55b54ded6f0001f03fe4,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-08-31 21:55,2021-02-15 14:07,2020-09-15 21:55,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f4e3b982447780001556d28,5f4e3b972447780001556d25,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-09-01 14:16,2021-02-15 14:07,2020-09-16 14:16,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f4e3b982447780001556d27,5f4e3b972447780001556d25,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-09-01 14:16,2021-02-15 14:07,2020-09-16 14:16,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f4e5867c154d5000100afa1,5e617dbb9fed0e00015600b1,Null,5f4e5867c154d5000100af9f,Null,Null,Null,Vous êtes invité à l'événement bbq chez denis  organisé par Laura Michael,1,2020-09-01 16:19,2021-02-15 14:07,2020-09-05 12:31,INVITATION_EVENT,EVENT,
5f4d55b54ded6f0001f03fe6,5f4d55b54ded6f0001f03fe4,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-08-31 21:55,2021-02-15 14:07,2020-09-15 21:55,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f4e43082447780001556db7,5e6210d99fed0e00015600ba,Null,5f4e43082447780001556db4,Null,Null,Null,Vous êtes invité à l'événement Séjour kite organisé par Alexandre Husset,1,2020-09-01 14:48,2021-02-15 14:07,2020-09-16 14:48,INVITATION_EVENT,EVENT,
5f4e908995deff00018e9814,5f4e908895deff00018e9812,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-09-01 20:18,2021-02-15 14:07,2020-09-01 08:20,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f4e908995deff00018e9815,5f4e908895deff00018e9812,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-09-01 20:18,2021-02-15 14:07,2020-09-16 20:18,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f4e9da295deff00018e99c3,5f4e9da295deff00018e99c2,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-09-01 21:14,2021-02-15 14:07,2020-09-01 09:16,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f4e908995deff00018e9813,5f4e908895deff00018e9812,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-09-01 20:18,2021-02-15 14:07,2020-09-01 08:52,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f4e9da295deff00018e99c5,5f4e9da295deff00018e99c2,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-09-01 21:14,2021-02-15 14:07,2020-09-16 21:14,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f4f22d995deff00018e9d74,5f4f22d995deff00018e9d72,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-09-02 06:43,2021-02-15 14:07,2020-09-17 06:43,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f4e9da295deff00018e99c4,5f4e9da295deff00018e99c2,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-09-01 21:14,2021-02-15 14:07,2020-09-01 09:15,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f4f22d995deff00018e9d73,5f4f22d995deff00018e9d72,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-09-02 06:43,2021-02-15 14:07,2020-09-17 06:43,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f4ea4e695deff00018e9b44,5f4ea4e695deff00018e9b41,Null,Null,Null,Null,Null,Trouvez la classe de vos enfants,1,2020-09-01 21:45,2021-02-15 14:07,2020-09-16 21:45,SETUP_CLASS,SCHOOL,Trouvez la classe de vos enfants
5f4ea4e695deff00018e9b42,5f4ea4e695deff00018e9b41,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-09-01 21:45,2021-02-15 14:07,2020-09-16 21:45,SETUP_CALENDAR,HOME,Découvre la sphere événement
5f4ea4e695deff00018e9b43,5f4ea4e695deff00018e9b41,Null,Null,Null,Null,Null,Communique avec d'autres parents,2,2020-09-01 21:45,2021-02-15 14:07,2020-09-01 09:48,SETUP_SCHOOL,SCHOOL,Découvre la sphere Ecole
5f4f25c395deff00018e9d89,5f4f25c395deff00018e9d88,Null,Null,Null,Null,Null,Créé tes évenements,1,2020-09-02 06:55,2021-02-15 14:07,2020-09-17 06:55,SETUP_CALENDAR,HOME,Découvre la sphere événement
